id	Source	webSource	Fusion_pair	H_gene	H_chr	H_position	H_strand	T_gene	T_chr	T_position	T_strand	Breakpoint_Type	Genome_Build_Version	PMID	Disease	Validation	Kinase	Oncogene	Tumor_suppressor	Receptor	Transcription_Factor	ChimerPub	ChimerSeq
2452	Cosmic_nonrecurrent	Cosmic	JAZF1_SUZ12	JAZF1				SUZ12					hg19	19898427								Pub	
2453	Cosmic_nonrecurrent	Cosmic	ATIC_ALK	ATIC				ALK					hg19	19545284	lymphoid neoplasm			Oncogene				Pub	
2454	Cosmic_nonrecurrent	Cosmic	ATIC_ALK	ATIC				ALK					hg19	18572809	lymphoid neoplasm			Oncogene				Pub	
2455	Cosmic_nonrecurrent	Cosmic	MYB_MYB	MYB				MYB					hg19	19841262	"breast carcinoma, head and neck carcinoma"								
2456	Cosmic_nonrecurrent	Cosmic	NFIB_MYB	NFIB				MYB					hg19	19841262	"breast carcinoma, head and neck carcinoma"							Pub	
2457	Cosmic_nonrecurrent	Cosmic	NFIB_MYB	NFIB				MYB					hg19	19841262	adnexal tumors							Pub	
2458	Cosmic_nonrecurrent	Cosmic	TFE3_ASPSCR1	TFE3				ASPSCR1					hg19	18094412	alveolar soft part sarcoma			Oncogene				Pub	
2459	Cosmic_nonrecurrent	Cosmic	EWSR1_DDIT3	EWSR1				DDIT3					hg19	20332486	liposarcoma						Transcription_Factor	Pub	
2460	Cosmic_nonrecurrent	Cosmic	HMGA2_NFIB	HMGA2				NFIB					hg19	16133369	lipoma			Oncogene					
2461	Cosmic_nonrecurrent	Cosmic	HMGA2_NFIB	HMGA2				NFIB					hg19	9484777	adenoma			Oncogene					
2462	Cosmic_nonrecurrent	Cosmic	HMGA2_LPP	HMGA2				LPP					hg19	18383898	lipoma			Oncogene				Pub	
2463	Cosmic_nonrecurrent	Cosmic	TFE3_ASPSCR1	TFE3				ASPSCR1					hg19	17149613	renal cell carcinoma			Oncogene				Pub	
2464	Cosmic_nonrecurrent	Cosmic	CLTC_TFE3	CLTC				TFE3					hg19	12917640	renal adenocarcinoma								
2465	Cosmic_nonrecurrent	Cosmic	PRCC_TFE3	PRCC				TFE3					hg19	8986805	papillary renal cell carcinoma							Pub	
2466	Cosmic_nonrecurrent	Cosmic	TFE3_PRCC	TFE3				PRCC					hg19	8986805	papillary renal cell carcinoma							Pub	
2467	Cosmic_nonrecurrent	Cosmic	PRCC_TFE3	PRCC				TFE3					hg19	8872474	papillary renal cell carcinoma 							Pub	
2468	Cosmic_nonrecurrent	Cosmic	BRD4_C15orf55	BRD4				C15orf55					hg19	12543779	midline carcinoma								
2469	Cosmic_nonrecurrent	Cosmic	BRD4_C15orf55	BRD4				C15orf55					hg19	16542442	midline carcinoma								
2470	Cosmic_nonrecurrent	Cosmic	BRD4_C15orf55	BRD4				C15orf55					hg19	15994877	lung cancer								
2471	Cosmic_nonrecurrent	Cosmic	BRD4_C15orf55	BRD4				C15orf55					hg19	16435379	midline carcinoma								
2472	Cosmic_nonrecurrent	Cosmic	BRD4_C15orf55	BRD4				C15orf55					hg19	18391746	midline carcinoma								
2473	Cosmic_nonrecurrent	Cosmic	BRD4_C15orf55	BRD4				C15orf55					hg19	15483023	midline carcinoma								
2474	Cosmic_nonrecurrent	Cosmic	EWSR1_DDIT3	EWSR1				DDIT3					hg19	18752119	liposarcoma						Transcription_Factor	Pub	
2475	Cosmic_nonrecurrent	Cosmic	ESRP1_RAF1	ESRP1				RAF1					hg19	20526349	"prostate cancer, gastric cancer, melanoma"								
2476	Cosmic_nonrecurrent	Cosmic	RAF1_ESRP1	RAF1				ESRP1					hg19	20526349	"prostate cancer, gastric cancer, melanoma"							Pub	
2477	Cosmic_nonrecurrent	Cosmic	FUS_CREB3L1	FUS				CREB3L1					hg19	17721195	fibrosarcoma			Oncogene				Pub	
2478	Cosmic_nonrecurrent	Cosmic	HMGA2_NFIB	HMGA2				NFIB					hg19	19837271	lipoma			Oncogene					
2479	Cosmic_nonrecurrent	Cosmic	HMGA2_LPP	HMGA2				LPP					hg19	14614053				Oncogene				Pub	
2480	Cosmic_nonrecurrent	Cosmic	HMGA2_LPP	HMGA2				LPP					hg19	18551755	lipoma			Oncogene				Pub	
2481	Cosmic_nonrecurrent	Cosmic	HMGA2_LPP	HMGA2				LPP					hg19	16821597	lipoma			Oncogene				Pub	
2482	Cosmic_nonrecurrent	Cosmic	HMGA2_LPP	HMGA2				LPP					hg19	19528502	lipoma			Oncogene				Pub	
2483	Cosmic_nonrecurrent	Cosmic	LPP_HMGA2	LPP				HMGA2					hg19	19528502	lipoma			Oncogene				Pub	
2484	Cosmic_nonrecurrent	Cosmic	HMGA2_LPP	HMGA2				LPP					hg19	8812423	lipoma			Oncogene				Pub	
2485	Cosmic_nonrecurrent	Cosmic	LPP_HMGA2	LPP				HMGA2					hg19	8812423	lipoma			Oncogene				Pub	
2486	Cosmic_nonrecurrent	Cosmic	HMGA2_LPP	HMGA2				LPP					hg19	16567472	lipoma			Oncogene				Pub	
2487	Cosmic_nonrecurrent	Cosmic	HMGA2_LPP	HMGA2				LPP					hg19	9772904	lipoma			Oncogene				Pub	
2488	Cosmic_nonrecurrent	Cosmic	LPP_HMGA2	LPP				HMGA2					hg19	9772904	lipoma			Oncogene				Pub	
2489	Cosmic_nonrecurrent	Cosmic	HMGA2_LPP	HMGA2				LPP					hg19	9598796	other			Oncogene				Pub	
2490	Cosmic_nonrecurrent	Cosmic	HMGA2_LPP	HMGA2				LPP					hg19	11066083				Oncogene				Pub	
2491	Cosmic_nonrecurrent	Cosmic	HMGA2_LPP	HMGA2				LPP					hg19	12505264				Oncogene				Pub	
2492	Cosmic_nonrecurrent	Cosmic	HMGA2_LPP	HMGA2				LPP					hg19	11566348	lipoma			Oncogene				Pub	
2493	Cosmic_nonrecurrent	Cosmic	BRD3_C15orf55	BRD3				C15orf55					hg19	17934517	midline carcinoma								
2494	Cosmic_nonrecurrent	Cosmic	BRD4_C15orf55	BRD4				C15orf55					hg19	20034986	midline carcinoma								
2495	Cosmic_nonrecurrent	Cosmic	HMGA2_LHFP	HMGA2				LHFP					hg19	10329012	lipoma			Oncogene					
2496	Cosmic_nonrecurrent	Cosmic	RAD51B_HMGA2	RAD51B				HMGA2					hg19	11135437	leiomyoma		Kinase	Oncogene			Transcription_Factor		
2497	Cosmic_nonrecurrent	Cosmic	HMGA2_CCNB1IP1	HMGA2				CCNB1IP1					hg19	11223542	leiomyoma			Oncogene					
2498	Cosmic_nonrecurrent	Cosmic	HMGA2_COX6C	HMGA2				COX6C					hg19	10679920	leiomyoma		Kinase	Oncogene			Transcription_Factor		
2499	Cosmic_nonrecurrent	Cosmic	JAK2_PCM1	JAK2				PCM1					hg19	16424865	lymphoid neoplasm			Oncogene					
2500	Cosmic_nonrecurrent	Cosmic	PCM1_JAK2	PCM1				JAK2					hg19	16424865	lymphoid neoplasm			Oncogene				Pub	
2501	Cosmic_nonrecurrent	Cosmic	JAK2_PCM1	JAK2				PCM1					hg19	16091753	haematopoietic neoplasm			Oncogene					
2502	Cosmic_nonrecurrent	Cosmic	PCM1_JAK2	PCM1				JAK2					hg19	16091753	haematopoietic neoplasm			Oncogene				Pub	
2503	Cosmic_nonrecurrent	Cosmic	PCM1_JAK2	PCM1				JAK2					hg19	16034466	haematopoietic neoplasm			Oncogene				Pub	
2504	Cosmic_nonrecurrent	Cosmic	JAK2_PCM1	JAK2				PCM1					hg19	16034466	haematopoietic neoplasm			Oncogene					
2505	Cosmic_nonrecurrent	Cosmic	PCM1_JAK2	PCM1				JAK2					hg19	15805263	haematopoietic neoplasm			Oncogene				Pub	
2506	Cosmic_nonrecurrent	Cosmic	PCM1_JAK2	PCM1				JAK2					hg19	15805263	lymphoid neoplasm			Oncogene				Pub	
2507	Cosmic_nonrecurrent	Cosmic	PCM1_JAK2	PCM1				JAK2					hg19	18594780	haematopoietic neoplasm			Oncogene				Pub	
2508	Cosmic_nonrecurrent	Cosmic	KTN1_RET	KTN1				RET					hg19	18757433	papillary thyroid carcinoma			Oncogene					
2509	Cosmic_nonrecurrent	Cosmic	RANBP2_ALK	RANBP2				ALK					hg19	21164297	inflammatory myofibroblastic tumour		Kinase	Oncogene				Pub	
2510	Cosmic_nonrecurrent	Cosmic	EWSR1_DDIT3	EWSR1				DDIT3					hg19	21115923	liposarcoma						Transcription_Factor	Pub	
2511	Cosmic_nonrecurrent	Cosmic	HMGA2_EBF1	HMGA2				EBF1					hg19	16276091	lipoma			Oncogene					
2512	Cosmic_nonrecurrent	Cosmic	HMGA2_FHIT	HMGA2				FHIT					hg19	8988031	adenoma			Oncogene				Pub	
2513	Cosmic_nonrecurrent	Cosmic	FHIT_HMGA2	FHIT				HMGA2					hg19	8988031	adenoma			Oncogene					
2514	Cosmic_nonrecurrent	Cosmic	HMGA2_ALDH2	HMGA2				ALDH2					hg19	8521389	leiomyoma		Kinase	Oncogene	Tumor_suppressor		Transcription_Factor		
2515	Cosmic_nonrecurrent	Cosmic	PAX3_NCOA2	PAX3				NCOA2					hg19	19953635	rhabdomyosarcoma							Pub	
2516	Cosmic_nonrecurrent	Cosmic	VCL_ALK	VCL				ALK					hg19	21213368	renal medullary carcinoma							Pub	
2517	Cosmic_nonrecurrent	Cosmic	VCL_ALK	VCL				ALK					hg19	21076462	renal cell carcinoma							Pub	
2518	Cosmic_nonrecurrent	Cosmic	ETV6_JAK2	ETV6				JAK2					hg19	9326218	lymphoid neoplasm		Kinase	Oncogene				Pub	
2519	Cosmic_nonrecurrent	Cosmic	ETV6_JAK2	ETV6				JAK2					hg19	9326218	haematopoietic neoplasm		Kinase	Oncogene				Pub	
2520	Cosmic_nonrecurrent	Cosmic	SEC31A_JAK2	SEC31A				JAK2					hg19	21325169	lymphoid neoplasm							Pub	
2521	Cosmic_nonrecurrent	Cosmic	PAX5_JAK2	PAX5				JAK2					hg19	19020546	lymphoid neoplasm		Kinase	Oncogene					
2522	Cosmic_nonrecurrent	Cosmic	JAK2_PAX5	JAK2				PAX5					hg19	19020546	lymphoid neoplasm		Kinase	Oncogene					
2523	Cosmic_nonrecurrent	Cosmic	CTNNB1_PLAG1	CTNNB1				PLAG1					hg19	21394649	adenoma			Oncogene					
2524	Cosmic_nonrecurrent	Cosmic	LIFR_PLAG1	LIFR				PLAG1					hg19	21394649	adenoma								
2525	Cosmic_nonrecurrent	Cosmic	CTNNB1_PLAG1	CTNNB1				PLAG1					hg19	9020842	adenoma			Oncogene					
2526	Cosmic_nonrecurrent	Cosmic	PLAG1_CTNNB1	PLAG1				CTNNB1					hg19	9020842	adenoma			Oncogene				Pub	
2527	Cosmic_nonrecurrent	Cosmic	TCEA1_PLAG1	TCEA1				PLAG1					hg19	10029085	adenoma							Pub	
2528	Cosmic_nonrecurrent	Cosmic	CTNNB1_PLAG1	CTNNB1				PLAG1					hg19	10029085	adenoma			Oncogene					
2529	Cosmic_nonrecurrent	Cosmic	CTNNB1_PLAG1	CTNNB1				PLAG1					hg19	11894114	adenoma			Oncogene					
2530	Cosmic_nonrecurrent	Cosmic	TCEA1_PLAG1	TCEA1				PLAG1					hg19	16736500	adenoma							Pub	
2531	Cosmic_nonrecurrent	Cosmic	LIFR_PLAG1	LIFR				PLAG1					hg19	9525740	adenoma								
2532	Cosmic_nonrecurrent	Cosmic	SS18L1_SSX1	SS18L1				SSX1					hg19	12696068	synovial sarcoma								
2533	Cosmic_nonrecurrent	Cosmic	ACSL3_ETV1	ACSL3				ETV1					hg19	18594527	prostate cancer								
2534	Cosmic_nonrecurrent	Cosmic	RANBP2_ALK	RANBP2				ALK					hg19	20979472	inflammatory myofibroblastic tumour		Kinase	Oncogene				Pub	
2535	Cosmic_nonrecurrent	Cosmic	VTI1A_TCF7L2	VTI1A				TCF7L2					hg19	21892161	colorectal adenocarcinoma							Pub	
2536	Cosmic_nonrecurrent	Cosmic	GOPC_ROS1	GOPC				ROS1					hg19	12661006	glioma			Oncogene				Pub	
2537	Cosmic_nonrecurrent	Cosmic	KLK2_ETV4	KLK2				ETV4					hg19	18451133	prostate cancer							Pub	
2538	Cosmic_nonrecurrent	Cosmic	TMPRSS2_TMPRSS2	TMPRSS2				TMPRSS2					hg19	18172298	prostate cancer								
2539	Cosmic_nonrecurrent	Cosmic	NOTCH1_GABBR2	NOTCH1				GABBR2					hg19	22101766	breast cancer					Receptor			
2540	Cosmic_nonrecurrent	Cosmic	ARID1A_MAST2	ARID1A				MAST2					hg19	22101766	breast cancer		Kinase						
2541	Cosmic_nonrecurrent	Cosmic	ZNF700_MAST1	ZNF700				MAST1					hg19	22101766	breast cancer								
2542	Cosmic_nonrecurrent	Cosmic	TADA2A_MAST1	TADA2A				MAST1					hg19	22101766	breast cancer		Kinase						
2543	Cosmic_nonrecurrent	Cosmic	GPBP1L1_MAST2	GPBP1L1				MAST2					hg19	22101766	breast cancer								
2544	Cosmic_nonrecurrent	Cosmic	NFATC2_EWSR1	NFATC2				EWSR1					hg19	19318479	ewing sarcoma						Transcription_Factor	Pub	
2545	Cosmic_nonrecurrent	Cosmic	JAZF1_SUZ12	JAZF1				SUZ12					hg19	21316079	endometrial stromal sarcoma							Pub	
2546	Cosmic_nonrecurrent	Cosmic	EWSR1_CREB1	EWSR1				CREB1					hg19	20598147	clear cell sarcoma						Transcription_Factor	Pub	
2547	Cosmic_nonrecurrent	Cosmic	FAM131B_BRAF	FAM131B				BRAF					hg19	21424530	glioma			Oncogene				Pub	
2548	Cosmic_nonrecurrent	Cosmic	EWSR1_SMARCA5	EWSR1				SMARCA5					hg19	21113140	ewing sarcoma								
2549	Cosmic_nonrecurrent	Cosmic	TFE3_ASPSCR1	TFE3				ASPSCR1					hg19	11358836	papillary renal cell carcinoma			Oncogene				Pub	
2550	Cosmic_nonrecurrent	Cosmic	GOPC_ROS1	GOPC				ROS1					hg19	21253578	cholangiocarcinoma			Oncogene				Pub	
2551	Cosmic_nonrecurrent	Cosmic	HEY1_NCOA2	HEY1				NCOA2					hg19	22034177	chondrosarcoma						Transcription_Factor	Pub	
2552	Cosmic_nonrecurrent	Cosmic	NUP107_LGR5	NUP107				LGR5					hg19	22034177	liposarcoma					Receptor		Pub	
2553	Cosmic_nonrecurrent	Cosmic	YWHAE_FAM22A	YWHAE				FAM22A					hg19	22223660	endometrial stromal sarcoma							Pub	
2554	Cosmic_nonrecurrent	Cosmic	YWHAE_FAM22B	YWHAE				FAM22B					hg19	22223660	endometrial stromal sarcoma							Pub	
2555	Cosmic_nonrecurrent	Cosmic	GOPC_ROS1	GOPC				ROS1					hg19	22163003	low malignant potential tumour			Oncogene				Pub	
2556	Cosmic_nonrecurrent	Cosmic	C2orf44_ALK	C2orf44				ALK					hg19	22327622	"colorectal cancer, lung adenocarcinoma"			Oncogene				Pub	
2557	Cosmic_nonrecurrent	Cosmic	TPM3_ROS1	TPM3				ROS1					hg19	22327623	lung cancer			Oncogene				Pub	
2558	Cosmic_nonrecurrent	Cosmic	SDC4_ROS1	SDC4				ROS1					hg19	22327623	lung cancer		Kinase	Oncogene				Pub	
2559	Cosmic_nonrecurrent	Cosmic	LRIG3_ROS1	LRIG3				ROS1					hg19	22327623	lung cancer			Oncogene					
2560	Cosmic_nonrecurrent	Cosmic	YWHAE_FAM22B	YWHAE				FAM22B					hg19	22294382	clear cell sarcoma							Pub	
2561	Cosmic_nonrecurrent	Cosmic	RANBP2_ALK	RANBP2				ALK					hg19	21030459	inflammatory myofibroblastic tumour		Kinase	Oncogene				Pub	
2562	Cosmic_nonrecurrent	Cosmic	GOPC_ROS1	GOPC				ROS1					hg19	22661537	non small cell lung cancer			Oncogene				Pub	
2563	Cosmic_nonrecurrent	Cosmic	UBE2L3_KRAS	UBE2L3				KRAS					hg19	22140652	prostate cancer							Pub	
2564	Cosmic_nonrecurrent	Cosmic	FN1_ALK	FN1				ALK					hg19	22570254	endometrial stromal sarcoma							Pub	
2565	Cosmic_nonrecurrent	Cosmic	RANBP2_ALK	RANBP2				ALK					hg19	20428197	haematopoietic neoplasm		Kinase	Oncogene				Pub	
2566	Cosmic_nonrecurrent	Cosmic	EWSR1_DDIT3	EWSR1				DDIT3					hg19	20473880	liposarcoma						Transcription_Factor	Pub	
2567	Cosmic_nonrecurrent	Cosmic	EWSR1_FEV	EWSR1				FEV					hg19	21181413	ewing sarcoma								
2568	Cosmic_nonrecurrent	Cosmic	EWSR1_POU5F1	EWSR1				POU5F1					hg19	20815032	myoepithelial tumour						Transcription_Factor		
2569	Cosmic_nonrecurrent	Cosmic	EWSR1_PBX1	EWSR1				PBX1					hg19	20815032	myoepithelial tumour						Transcription_Factor	Pub	
2570	Cosmic_nonrecurrent	Cosmic	EWSR1_PBX1	EWSR1				PBX1					hg19	20815032							Transcription_Factor	Pub	
2571	Cosmic_nonrecurrent	Cosmic	EWSR1_ZNF444	EWSR1				ZNF444					hg19	20815032									
2572	Cosmic_nonrecurrent	Cosmic	EIF3E_RSPO2	EIF3E				RSPO2					hg19	22895193	colon cancer								
2573	Cosmic_nonrecurrent	Cosmic	NTRK1_TPM3	NTRK1				TPM3					hg19	10074915	papillary thyroid carcinoma								
2574	Cosmic_nonrecurrent	Cosmic	TFG_TFG	TFG				TFG					hg19	7565764	thyroid carcinoma								
2575	Cosmic_nonrecurrent	Cosmic	NTRK1_TFG	NTRK1				TFG					hg19	7565764	thyroid carcinoma								
2576	Cosmic_nonrecurrent	Cosmic	NTRK1_TPM3	NTRK1				TPM3					hg19	7590742	papillary thyroid carcinoma								
2577	Cosmic_nonrecurrent	Cosmic	EWSR1_ZNF444	EWSR1				ZNF444					hg19	19760602	myoepithelial tumour								
2578	Cosmic_nonrecurrent	Cosmic	FGFR3_BAIAP2L1	FGFR3				BAIAP2L1					hg19	23175443	bladder cancer							Pub	
2579	Cosmic_nonrecurrent	Cosmic	CIC_DUX4	CIC				DUX4					hg19	22072439	small round cell tumor								
2580	Cosmic_nonrecurrent	Cosmic	CIC_oCIC	CIC				oCIC					hg19	22072439	small round cell tumor								
2581	Cosmic_nonrecurrent	Cosmic	CIC_DUX4	CIC				DUX4					hg19	16717057	small round cell tumor								
2582	Cosmic_nonrecurrent	Cosmic	CIC_DUX4	CIC				DUX4					hg19	19837261	small round cell tumor								
2583	Cosmic_nonrecurrent	Cosmic	CIC_DUX4	CIC				DUX4					hg19	21813156	small round cell tumor								
2584	Cosmic_nonrecurrent	Cosmic	ACTB_GLI1	ACTB				GLI1					hg19	22575261	pericytoma								
2585	Cosmic_nonrecurrent	Cosmic	ACTB_GLI1	ACTB				GLI1					hg19	15111311	pericytoma								
2586	Cosmic_nonrecurrent	Cosmic	GLI1_ACTB	GLI1				ACTB					hg19	15111311	pericytoma							Pub	
2587	Cosmic_nonrecurrent	Cosmic	ACTB_oACTB	ACTB				oACTB					hg19	15111311	pericytoma								
2588	Cosmic_nonrecurrent	Cosmic	EZR_oEZR	EZR				oEZR					hg19	23418494	non small cell lung cancer								
2589	Cosmic_nonrecurrent	Cosmic	OMD_USP6	OMD				USP6					hg19	15735689									
2590	Cosmic_nonrecurrent	Cosmic	EWSR1_YY1	EWSR1				YY1					hg19	23630070	mesothelioma								
2591	Cosmic_nonrecurrent	Cosmic	YY1_EWSR1	YY1				EWSR1					hg19	23630070	mesothelioma							Pub	
2592	Cosmic_nonrecurrent	Cosmic	EWSR1_NFATC1	EWSR1				NFATC1					hg19	23480895	haemangioma						Transcription_Factor		
2593	Cosmic_nonrecurrent	Cosmic	NFATC1_EWSR1	NFATC1				EWSR1					hg19	23480895	haemangioma						Transcription_Factor	Pub	
2594	Cosmic_nonrecurrent	Cosmic	IRF2BP2_CDX1	IRF2BP2				CDX1					hg19	23185413	chondrosarcoma							Pub	
2595	Cosmic_nonrecurrent	Cosmic	HEY1_NCOA2	HEY1				NCOA2					hg19	23185413	chondrosarcoma						Transcription_Factor	Pub	
2596	Cosmic_nonrecurrent	Cosmic	GNAI1_BRAF	GNAI1				BRAF					hg19	23817572	glioma								
2597	Cosmic_nonrecurrent	Cosmic	QKI_NTRK2	QKI				NTRK2					hg19	23817572	glioma								
2598	Cosmic_nonrecurrent	Cosmic	RNF130_BRAF	RNF130				BRAF					hg19	23817572	glioma								
2599	Cosmic_nonrecurrent	Cosmic	FAM131B_BRAF	FAM131B				BRAF					hg19	23817572	glioma			Oncogene				Pub	
2600	Cosmic_nonrecurrent	Cosmic	NACC2_NTRK2	NACC2				NTRK2					hg19	23817572	glioma		Kinase						
2601	Cosmic_nonrecurrent	Cosmic	CLCN6_BRAF	CLCN6				BRAF					hg19	23817572	glioma		Kinase						
2602	Cosmic_nonrecurrent	Cosmic	MEAF6_PHF1	MEAF6				PHF1					hg19	22761769	endometrial stromal sarcoma							Pub	
2603	Cosmic_nonrecurrent	Cosmic	JAZF1_JAZF1	JAZF1				JAZF1					hg19	16397222	endometrial stromal sarcoma								
2604	Cosmic_nonrecurrent	Cosmic	JAZF1_PHF1	JAZF1				PHF1					hg19	16397222	endometrial stromal sarcoma								
2605	Cosmic_nonrecurrent	Cosmic	EPC1_PHF1	EPC1				PHF1					hg19	16397222	endometrial stromal sarcoma							Pub	
2606	Cosmic_nonrecurrent	Cosmic	JAZF1_JAZF1	JAZF1				JAZF1					hg19	18722875	endometrial stromal sarcoma								
2607	Cosmic_nonrecurrent	Cosmic	JAZF1_PHF1	JAZF1				PHF1					hg19	18722875	endometrial stromal sarcoma								
2608	Cosmic_nonrecurrent	Cosmic	JAZF1_PHF1	JAZF1				PHF1					hg19	22918161	endometrial stromal sarcoma								
2609	Cosmic_nonrecurrent	Cosmic	MBTD1_CXorf67	MBTD1				CXorf67					hg19	23959973	endometrial stromal sarcoma							Pub	
2610	Cosmic_nonrecurrent	Cosmic	MBTD1_MBTD1	MBTD1				MBTD1					hg19	23959973	endometrial stromal sarcoma								
2611	Cosmic_nonrecurrent	Cosmic	ZC3H7B_BCOR	ZC3H7B				BCOR					hg19	23580382	endometrial stromal sarcoma							Pub	
2612	Cosmic_nonrecurrent	Cosmic	RET_GOLGA5	RET				GOLGA5					hg19	9443391	thyroid carcinoma			Oncogene				Pub	
2613	Cosmic_nonrecurrent	Cosmic	CCDC6_CCDC6	CCDC6				CCDC6					hg19	10931090	papillary thyroid carcinoma								
2614	Cosmic_nonrecurrent	Cosmic	KTN1_RET	KTN1				RET					hg19	10850414	papillary thyroid carcinoma			Oncogene					
2615	Cosmic_nonrecurrent	Cosmic	TRIM24_RET	TRIM24				RET					hg19	10439047	papillary thyroid carcinoma		Kinase	Oncogene					
2616	Cosmic_nonrecurrent	Cosmic	RET_TRIM33	RET				TRIM33					hg19	10439047	papillary thyroid carcinoma			Oncogene					
2617	Cosmic_nonrecurrent	Cosmic	RANBP2_ALK	RANBP2				ALK					hg19	24307515	haematopoietic neoplasm		Kinase	Oncogene				Pub	
2618	Cosmic_nonrecurrent	Cosmic	NAB2_STAT6	NAB2				STAT6					hg19	23313954	solitary fibrous tumour			Oncogene				Pub	
2619	Cosmic_nonrecurrent	Cosmic	NAB2_STAT6	NAB2				STAT6					hg19	23860521	meningioma			Oncogene				Pub	
2620	Cosmic_nonrecurrent	Cosmic	STAT6_NAB2	STAT6				NAB2					hg19	23860521	meningioma			Oncogene				Pub	
2621	Cosmic_nonrecurrent	Cosmic	NAB2_STAT6	NAB2				STAT6					hg19	24427361	solitary fibrous tumour			Oncogene				Pub	
2622	Cosmic_nonrecurrent	Cosmic	MEAF6_PHF1	MEAF6				PHF1					hg19	24530230	endometrial stromal sarcoma							Pub	
2623	Cosmic_nonrecurrent	Cosmic	NAB2_STAT6	NAB2				STAT6					hg19	23313952	solitary fibrous tumour			Oncogene				Pub	
2624	Cosmic_nonrecurrent	Cosmic	NAB2_NAB2	NAB2				NAB2					hg19	23313952	solitary fibrous tumour			Oncogene			Transcription_Factor		
2625	Cosmic_nonrecurrent	Cosmic	NAB2_STAT6	NAB2				STAT6					hg19	23575898	meningioma			Oncogene				Pub	
2626	Cosmic_nonrecurrent	Cosmic	NAB2_STAT6	NAB2				STAT6					hg19	23761323	solitary fibrous tumour			Oncogene				Pub	
2627	Cosmic_nonrecurrent	Cosmic	NAB2_STAT6	NAB2				STAT6					hg19	24434011	solitary fibrous tumour			Oncogene				Pub	
2628	Cosmic_nonrecurrent	Cosmic	FAM131B_BRAF	FAM131B				BRAF					hg19	24767714	glioma			Oncogene				Pub	
2629	Cosmic_nonrecurrent	Cosmic	FAM131B_BRAF	FAM131B				BRAF					hg19	24767714				Oncogene				Pub	
2630	Cosmic_nonrecurrent	Cosmic	HIP1_ALK	HIP1				ALK					hg19	24518094	lung adenocarcinoma			Oncogene				Pub	
2631	Cosmic_nonrecurrent	Cosmic	CLIP1_ROS1	CLIP1				ROS1					hg19	24445538	benign melanocytic nevus			Oncogene					
2632	Cosmic_nonrecurrent	Cosmic	PPFIBP1_ROS1	PPFIBP1				ROS1					hg19	24445538	benign melanocytic nevus			Oncogene					
2633	Cosmic_nonrecurrent	Cosmic	TPM3_ROS1	TPM3				ROS1					hg19	24445538	benign melanocytic nevus			Oncogene				Pub	
2634	Cosmic_nonrecurrent	Cosmic	ZCCHC8_ROS1	ZCCHC8				ROS1					hg19	24445538	benign melanocytic nevus			Oncogene					
2635	Cosmic_nonrecurrent	Cosmic	MYO5A_ROS1	MYO5A				ROS1					hg19	24445538	benign melanocytic nevus			Oncogene					
2636	Cosmic_nonrecurrent	Cosmic	PWWP2A_ROS1	PWWP2A				ROS1					hg19	24445538				Oncogene					
2637	Cosmic_nonrecurrent	Cosmic	HLA-A_ROS1	HLA-A				ROS1					hg19	24445538	benign melanocytic nevus		Kinase	Oncogene					
2638	Cosmic_nonrecurrent	Cosmic	ERC1_ROS1	ERC1				ROS1					hg19	24445538	benign melanocytic nevus			Oncogene					
2639	Cosmic_nonrecurrent	Cosmic	PWWP2A_ROS1	PWWP2A				ROS1					hg19	24445538	benign melanocytic nevus			Oncogene					
2640	Cosmic_nonrecurrent	Cosmic	KIAA1598_ROS1	KIAA1598				ROS1					hg19	24445538				Oncogene					
2641	Cosmic_nonrecurrent	Cosmic	TP53_NTRK1	TP53				NTRK1					hg19	24445538	benign melanocytic nevus		Kinase		Tumor_suppressor		Transcription_Factor		
2642	Cosmic_nonrecurrent	Cosmic	LMNA_NTRK1	LMNA				NTRK1					hg19	24445538								Pub	
2643	Cosmic_nonrecurrent	Cosmic	LMNA_NTRK1	LMNA				NTRK1					hg19	24445538	benign melanocytic nevus							Pub	
2644	Cosmic_nonrecurrent	Cosmic	CEP89_BRAF	CEP89				BRAF					hg19	24445538	benign melanocytic nevus			Oncogene					
2645	Cosmic_nonrecurrent	Cosmic	LSM14A_BRAF	LSM14A				BRAF					hg19	24445538	benign melanocytic nevus			Oncogene					
2646	Cosmic_nonrecurrent	Cosmic	LRIG3_ROS1	LRIG3				ROS1					hg19	24810493	non small cell lung cancer			Oncogene					
2647	Cosmic_nonrecurrent	Cosmic	HIP1_ALK	HIP1				ALK					hg19	24496003	non small cell lung cancer			Oncogene				Pub	
2648	Cosmic_nonrecurrent	Cosmic	CDKN2D_WDFY2	CDKN2D				WDFY2					hg19	24675677	ovarian carcinoma								
2649	Cosmic_nonrecurrent	Cosmic	CD74_NRG1	CD74				NRG1					hg19	24913807	pulmonary mucinous adenocarcinoma							Pub	
2650	Cosmic_nonrecurrent	Cosmic	CD74_NRG1	CD74				NRG1					hg19	24469108	lung adenocarcinoma							Pub	
2651	Cosmic_nonrecurrent	Cosmic	CD74_NRG1	CD74				NRG1					hg19	24727320	lung adenocarcinoma							Pub	
2652	Cosmic_nonrecurrent	Cosmic	SDC4_ROS1	SDC4				ROS1					hg19	25157770	lung adenocarcinoma		Kinase	Oncogene				Pub	
